worker_id,worker_name,gig_segment,account_tenure_days,kyc_tier,gender,age_band,risk_score,is_active,preferred_channel
val_80,Bongani Ndlovu,Freelance Creative,235,Tier 1 (Phone Verified),Prefer Not to Say,18-24,36.6767951,TRUE,Agent
val_81,Mary Wairimu,E-commerce Reseller,439,Tier 3 (Address + Income Verified),Male,25-34,54.65934359,FALSE,Mobile App (Android)
val_82,Emeka Obi,Ride-Hailing Driver,399,Tier 2 (ID Verified),Male,18-24,32.51974259,TRUE,Mobile App (Android)
val_83,Zanele Mokoena,Mobile Money Agent,275,Tier 1 (Phone Verified),Female,35-44,76.03308848,TRUE,Web
val_84,Akosua Sarpong,E-commerce Reseller,320,Tier 0 (Unverified),Female,18-24,31.78977151,FALSE,Mobile App (iOS)
val_85,Kojo Ofori,Market Trader,577,Tier 2 (ID Verified),Non-Binary,18-24,82.86841743,FALSE,Agent
val_86,Ngozi Eze,Logistics Driver (Truck/Van),1014,Tier 1 (Phone Verified),Female,35-44,14.6733721,FALSE,Mobile App (iOS)
val_87,Samuel Kamau,Food Delivery Courier,726,Tier 3 (Address + Income Verified),Non-Binary,35-44,76.9392565,TRUE,Mobile App (Android)
val_88,Sipho Dlamini,Delivery Rider,768,Tier 1 (Phone Verified),Male,25-34,18.34654408,FALSE,Agent
val_89,Zanele Mokoena,E-commerce Reseller,448,Tier 2 (ID Verified),Female,35-44,52.80152804,TRUE,Mobile App (Android)
val_90,Mary Wairimu,Online Freelancer (Tech/Design),275,Tier 3 (Address + Income Verified),Non-Binary,35-44,32.0524373,FALSE,WhatsApp Bot
val_91,Thabo Nkosi,Market Trader,1823,Tier 1 (Phone Verified),Female,45-54,63.7334436,FALSE,Web
val_92,Zanele Mokoena,Ride-Hailing Driver,1093,Tier 1 (Phone Verified),Non-Binary,35-44,21.27404098,FALSE,Web
val_93,Faith Achieng,Tutor / Private Instructor,419,Tier 2 (ID Verified),Non-Binary,55+,79.54097334,FALSE,Mobile App (Android)
val_94,Palesa Motsepe,Mobile Money Agent,1479,Tier 1 (Phone Verified),Female,25-34,57.35838664,FALSE,USSD
val_95,Grace Wanjiku,Delivery Rider,1516,Tier 0 (Unverified),Female,18-24,95.72731541,TRUE,USSD
val_96,Chidinma Okeke,On-Demand Handyman,1765,Tier 1 (Phone Verified),Prefer Not to Say,35-44,71.17703289,FALSE,WhatsApp Bot
val_97,Efua Antwi,Freelance Creative,290,Tier 0 (Unverified),Prefer Not to Say,18-24,60.73955395,TRUE,WhatsApp Bot
val_98,Akosua Sarpong,Tutor / Private Instructor,1168,Tier 2 (ID Verified),Male,45-54,82.91586904,FALSE,Web
val_99,Amara Nwosu,Freelance Creative,1789,Tier 0 (Unverified),Non-Binary,25-34,21.96825678,FALSE,Agent
val_100,Zanele Mokoena,Domestic Worker,1472,Tier 1 (Phone Verified),Female,25-34,63.27424609,TRUE,Mobile App (Android)
val_101,Fatima Abdullahi,Domestic Worker,411,Tier 3 (Address + Income Verified),Male,35-44,39.04038496,TRUE,Web
val_102,Thabo Nkosi,Food Delivery Courier,1630,Tier 2 (ID Verified),Non-Binary,18-24,74.37909791,FALSE,Agent
val_103,Chukwuemeka Okonkwo,E-commerce Reseller,770,Tier 2 (ID Verified),Male,25-34,2.446940949,FALSE,Agent
val_104,Nomvula Khumalo,Motorcycle Taxi Rider (Boda-Boda/Okada),892,Tier 2 (ID Verified),Female,55+,42.77120965,TRUE,USSD
val_105,Nomvula Khumalo,On-Demand Handyman,1019,Tier 1 (Phone Verified),Non-Binary,45-54,65.17019018,FALSE,Agent
val_106,Nomvula Khumalo,Informal Vendor,1408,Tier 2 (ID Verified),Prefer Not to Say,35-44,46.06393364,FALSE,Web
val_107,Nana Adjei,Tutor / Private Instructor,219,Tier 0 (Unverified),Female,35-44,23.79715957,TRUE,Web
val_108,James Kipkoech,Freelance Creative,984,Tier 2 (ID Verified),Prefer Not to Say,35-44,46.43492517,TRUE,USSD
val_109,Kojo Ofori,Freelance Creative,1491,Tier 2 (ID Verified),Prefer Not to Say,55+,84.97445255,FALSE,USSD
val_110,Grace Wanjiku,Domestic Worker,1001,Tier 3 (Address + Income Verified),Female,55+,20.68390173,TRUE,WhatsApp Bot
val_111,Nomvula Khumalo,Agricultural Day Labourer,501,Tier 3 (Address + Income Verified),Male,35-44,36.71721636,TRUE,Mobile App (Android)
val_112,Kofi Mensah,Tutor / Private Instructor,102,Tier 0 (Unverified),Non-Binary,55+,99.03355215,FALSE,Mobile App (iOS)
val_113,James Kipkoech,Ride-Hailing Driver,1002,Tier 1 (Phone Verified),Male,18-24,91.28171689,FALSE,Agent
val_114,Kwame Asante,Food Delivery Courier,1284,Tier 2 (ID Verified),Prefer Not to Say,25-34,3.396834213,FALSE,Mobile App (iOS)
val_115,Kofi Mensah,Food Delivery Courier,1003,Tier 1 (Phone Verified),Female,25-34,53.03319676,FALSE,WhatsApp Bot
val_116,Aisha Bello,Food Delivery Courier,1788,Tier 2 (ID Verified),Prefer Not to Say,45-54,6.541302685,TRUE,WhatsApp Bot
val_117,Amara Nwosu,Mobile Money Agent,1100,Tier 3 (Address + Income Verified),Non-Binary,45-54,92.39049237,FALSE,Mobile App (iOS)
val_118,Chidinma Okeke,Online Freelancer (Tech/Design),928,Tier 1 (Phone Verified),Female,35-44,44.15449127,FALSE,Mobile App (Android)
val_119,Babatunde Fashola,Ride-Hailing Driver,101,Tier 3 (Address + Income Verified),Prefer Not to Say,25-34,41.84370039,FALSE,WhatsApp Bot
val_120,Mary Wairimu,Logistics Driver (Truck/Van),1019,Tier 3 (Address + Income Verified),Prefer Not to Say,35-44,27.29460318,FALSE,Web
val_121,Nana Adjei,On-Demand Handyman,307,Tier 3 (Address + Income Verified),Prefer Not to Say,25-34,56.88189804,FALSE,Web
val_122,Nana Adjei,On-Demand Handyman,1323,Tier 0 (Unverified),Male,35-44,14.4998723,TRUE,Mobile App (iOS)
val_123,James Kipkoech,Agricultural Day Labourer,294,Tier 1 (Phone Verified),Female,25-34,79.89550005,TRUE,Mobile App (iOS)
val_124,Lungelo Zulu,Motorcycle Taxi Rider (Boda-Boda/Okada),1655,Tier 0 (Unverified),Prefer Not to Say,55+,49.12103448,FALSE,Mobile App (Android)
val_125,Kofi Mensah,Informal Vendor,551,Tier 0 (Unverified),Prefer Not to Say,45-54,56.64628913,TRUE,Mobile App (iOS)
val_126,Ngozi Eze,Food Delivery Courier,792,Tier 0 (Unverified),Female,18-24,84.08047477,FALSE,Agent
val_127,Sipho Dlamini,E-commerce Reseller,264,Tier 1 (Phone Verified),Male,55+,18.51487739,TRUE,USSD
val_128,Kofi Mensah,Agricultural Day Labourer,384,Tier 0 (Unverified),Female,45-54,17.51830733,FALSE,Agent
val_129,Akosua Sarpong,On-Demand Handyman,1683,Tier 1 (Phone Verified),Non-Binary,25-34,42.08016729,TRUE,Agent
val_130,Kofi Mensah,Freelance Creative,518,Tier 3 (Address + Income Verified),Non-Binary,35-44,78.61282412,FALSE,WhatsApp Bot
val_131,Kofi Mensah,Market Trader,936,Tier 3 (Address + Income Verified),Prefer Not to Say,18-24,5.854555352,FALSE,USSD
val_132,Ngozi Eze,E-commerce Reseller,1792,Tier 3 (Address + Income Verified),Male,18-24,79.51702039,TRUE,Mobile App (Android)
val_133,Kofi Mensah,Ride-Hailing Driver,1138,Tier 0 (Unverified),Female,35-44,50.07565936,TRUE,Mobile App (iOS)
val_134,Nomvula Khumalo,Agricultural Day Labourer,76,Tier 2 (ID Verified),Female,45-54,56.17634499,FALSE,WhatsApp Bot
val_135,Samuel Kamau,Motorcycle Taxi Rider (Boda-Boda/Okada),652,Tier 2 (ID Verified),Prefer Not to Say,25-34,56.43859383,FALSE,Mobile App (Android)
val_136,Yaw Darko,Mobile Money Agent,706,Tier 0 (Unverified),Male,25-34,5.616738896,FALSE,WhatsApp Bot
val_137,Aisha Bello,On-Demand Handyman,504,Tier 3 (Address + Income Verified),Male,55+,24.97707977,TRUE,WhatsApp Bot
val_138,Esther Njeri,Motorcycle Taxi Rider (Boda-Boda/Okada),440,Tier 1 (Phone Verified),Female,55+,75.52974515,TRUE,USSD
val_139,Mary Wairimu,Tutor / Private Instructor,918,Tier 3 (Address + Income Verified),Male,35-44,41.22681195,TRUE,Mobile App (iOS)
val_140,Thandeka Mthembu,Market Trader,688,Tier 0 (Unverified),Non-Binary,18-24,56.05169823,FALSE,Mobile App (Android)
val_141,Yusuf Musa,Ride-Hailing Driver,537,Tier 2 (ID Verified),Non-Binary,45-54,94.4868622,TRUE,Mobile App (iOS)
val_142,Grace Wanjiku,On-Demand Handyman,754,Tier 0 (Unverified),Non-Binary,45-54,4.627176832,TRUE,WhatsApp Bot
val_143,Kevin Odhiambo,Domestic Worker,627,Tier 3 (Address + Income Verified),Prefer Not to Say,55+,44.96803657,FALSE,Mobile App (iOS)
val_144,Thandeka Mthembu,On-Demand Handyman,417,Tier 2 (ID Verified),Female,55+,36.12741328,FALSE,Agent
val_145,Lungelo Zulu,Informal Vendor,826,Tier 0 (Unverified),Female,45-54,10.64494262,TRUE,USSD
val_146,Aisha Bello,E-commerce Reseller,1720,Tier 0 (Unverified),Female,18-24,95.07943488,TRUE,Agent
val_147,Chidinma Okeke,Logistics Driver (Truck/Van),923,Tier 1 (Phone Verified),Prefer Not to Say,25-34,96.14595897,TRUE,Mobile App (iOS)
val_148,Thabo Nkosi,Market Trader,1091,Tier 0 (Unverified),Non-Binary,45-54,31.14881542,FALSE,WhatsApp Bot
val_149,Tunde Adeyemi,Domestic Worker,1797,Tier 0 (Unverified),Male,45-54,94.67166107,TRUE,Web
val_150,Lungelo Zulu,Delivery Rider,1120,Tier 3 (Address + Income Verified),Non-Binary,35-44,3.517360672,FALSE,Mobile App (Android)
val_151,Grace Wanjiku,On-Demand Handyman,407,Tier 3 (Address + Income Verified),Non-Binary,35-44,98.08959903,FALSE,Agent
val_152,Mpho Sithole,Food Delivery Courier,727,Tier 2 (ID Verified),Male,45-54,83.59320164,TRUE,Mobile App (iOS)
val_153,Grace Wanjiku,Agricultural Day Labourer,891,Tier 3 (Address + Income Verified),Non-Binary,35-44,21.43302208,TRUE,Mobile App (iOS)
val_154,Mary Wairimu,Logistics Driver (Truck/Van),866,Tier 2 (ID Verified),Non-Binary,18-24,59.95471539,FALSE,Mobile App (iOS)
val_155,Nana Adjei,Logistics Driver (Truck/Van),273,Tier 0 (Unverified),Male,55+,79.82993624,FALSE,Web
val_156,Amara Nwosu,Online Freelancer (Tech/Design),193,Tier 2 (ID Verified),Male,25-34,31.9298964,FALSE,Mobile App (Android)
val_157,Kofi Mensah,Motorcycle Taxi Rider (Boda-Boda/Okada),639,Tier 0 (Unverified),Non-Binary,25-34,35.37517921,TRUE,USSD
val_158,Kwame Asante,Delivery Rider,1669,Tier 3 (Address + Income Verified),Non-Binary,18-24,62.89727756,FALSE,Mobile App (Android)
val_159,Nomvula Khumalo,Online Freelancer (Tech/Design),1309,Tier 1 (Phone Verified),Non-Binary,35-44,14.70940509,TRUE,Web
val_160,Thandeka Mthembu,Market Trader,1536,Tier 0 (Unverified),Female,55+,11.82106097,TRUE,Mobile App (Android)
val_161,Nana Adjei,Ride-Hailing Driver,318,Tier 1 (Phone Verified),Non-Binary,18-24,24.98052781,FALSE,USSD
val_162,Kevin Odhiambo,Freelance Creative,756,Tier 2 (ID Verified),Prefer Not to Say,25-34,74.12597453,FALSE,Mobile App (iOS)
val_163,Kevin Odhiambo,Logistics Driver (Truck/Van),1061,Tier 3 (Address + Income Verified),Male,18-24,36.65992264,FALSE,WhatsApp Bot
val_164,Kevin Odhiambo,Market Trader,793,Tier 2 (ID Verified),Non-Binary,18-24,50.73582217,TRUE,WhatsApp Bot
val_165,Thabo Nkosi,Motorcycle Taxi Rider (Boda-Boda/Okada),760,Tier 0 (Unverified),Male,45-54,19.54505568,FALSE,WhatsApp Bot
val_166,Samuel Kamau,Agricultural Day Labourer,656,Tier 3 (Address + Income Verified),Male,25-34,19.41056673,TRUE,Web
val_167,Emeka Obi,Delivery Rider,94,Tier 3 (Address + Income Verified),Prefer Not to Say,45-54,65.04512592,TRUE,Web
val_168,Esther Njeri,Market Trader,1565,Tier 1 (Phone Verified),Male,35-44,10.83752519,TRUE,Web
val_169,Chukwuemeka Okonkwo,Ride-Hailing Driver,1703,Tier 2 (ID Verified),Non-Binary,45-54,66.78407272,FALSE,USSD
val_170,Babatunde Fashola,On-Demand Handyman,147,Tier 3 (Address + Income Verified),Non-Binary,18-24,40.07018523,TRUE,Mobile App (iOS)
val_171,Ngozi Eze,Mobile Money Agent,755,Tier 1 (Phone Verified),Prefer Not to Say,25-34,67.12709136,FALSE,Agent
val_172,Sipho Dlamini,Online Freelancer (Tech/Design),945,Tier 0 (Unverified),Non-Binary,35-44,38.1729477,FALSE,Mobile App (iOS)
val_173,Kojo Ofori,Market Trader,1431,Tier 0 (Unverified),Non-Binary,18-24,84.60521836,FALSE,Web
val_174,Efua Antwi,Food Delivery Courier,1801,Tier 2 (ID Verified),Prefer Not to Say,35-44,5.555616922,FALSE,WhatsApp Bot
val_175,James Kipkoech,Delivery Rider,760,Tier 3 (Address + Income Verified),Prefer Not to Say,35-44,89.32973118,TRUE,Agent
val_176,Kojo Ofori,Food Delivery Courier,1367,Tier 2 (ID Verified),Non-Binary,35-44,26.86611772,TRUE,USSD
val_177,Emeka Obi,Mobile Money Agent,1711,Tier 2 (ID Verified),Male,35-44,4.254220997,TRUE,Mobile App (iOS)
val_178,Mpho Sithole,Motorcycle Taxi Rider (Boda-Boda/Okada),1516,Tier 1 (Phone Verified),Male,45-54,56.24044219,FALSE,Mobile App (Android)
val_179,Kwame Asante,Mobile Money Agent,530,Tier 1 (Phone Verified),Female,45-54,22.43542304,TRUE,Mobile App (iOS)
val_180,Bongani Ndlovu,Logistics Driver (Truck/Van),1492,Tier 0 (Unverified),Non-Binary,18-24,45.92031232,TRUE,Mobile App (Android)
val_181,Emeka Obi,Informal Vendor,752,Tier 1 (Phone Verified),Non-Binary,45-54,80.23142061,FALSE,USSD
val_182,Lydia Chebet,On-Demand Handyman,31,Tier 2 (ID Verified),Prefer Not to Say,55+,79.15467607,TRUE,Mobile App (Android)
val_183,Efua Antwi,Online Freelancer (Tech/Design),1385,Tier 3 (Address + Income Verified),Male,55+,60.03856163,FALSE,Mobile App (iOS)
val_184,Lydia Chebet,Informal Vendor,1525,Tier 3 (Address + Income Verified),Male,25-34,97.78719087,TRUE,USSD
val_185,Mary Wairimu,On-Demand Handyman,627,Tier 3 (Address + Income Verified),Male,45-54,46.37510952,TRUE,USSD
val_186,Emeka Obi,Logistics Driver (Truck/Van),823,Tier 0 (Unverified),Non-Binary,55+,3.938839035,TRUE,Mobile App (Android)
val_187,Faith Achieng,Motorcycle Taxi Rider (Boda-Boda/Okada),665,Tier 3 (Address + Income Verified),Non-Binary,25-34,81.94251498,TRUE,Agent
val_188,Chidinma Okeke,Logistics Driver (Truck/Van),213,Tier 0 (Unverified),Male,55+,22.12938701,TRUE,Agent
val_189,Samuel Kamau,Freelance Creative,1816,Tier 2 (ID Verified),Prefer Not to Say,45-54,17.6238809,TRUE,Mobile App (iOS)
val_190,Efua Antwi,Agricultural Day Labourer,41,Tier 3 (Address + Income Verified),Female,45-54,7.000992197,TRUE,Agent
val_191,Akosua Sarpong,Online Freelancer (Tech/Design),1014,Tier 3 (Address + Income Verified),Non-Binary,45-54,32.78999436,TRUE,Mobile App (Android)
val_192,Yaw Darko,E-commerce Reseller,27,Tier 2 (ID Verified),Prefer Not to Say,45-54,32.61589671,TRUE,Web
val_193,David Mwangi,Motorcycle Taxi Rider (Boda-Boda/Okada),1258,Tier 1 (Phone Verified),Male,55+,30.2771532,FALSE,USSD
val_194,Lerato Molefe,Market Trader,1644,Tier 2 (ID Verified),Prefer Not to Say,55+,59.31929398,FALSE,USSD
val_195,Ngozi Eze,Mobile Money Agent,1174,Tier 2 (ID Verified),Prefer Not to Say,35-44,75.15421693,TRUE,WhatsApp Bot
val_196,Esther Njeri,Tutor / Private Instructor,1106,Tier 2 (ID Verified),Prefer Not to Say,35-44,93.77667186,FALSE,Mobile App (iOS)
val_197,Babatunde Fashola,Tutor / Private Instructor,1511,Tier 1 (Phone Verified),Male,45-54,9.405007868,TRUE,Agent
val_198,Esther Njeri,Domestic Worker,1778,Tier 1 (Phone Verified),Female,55+,15.03818325,TRUE,Mobile App (iOS)
val_199,Lerato Molefe,Tutor / Private Instructor,1573,Tier 2 (ID Verified),Male,25-34,58.98425105,TRUE,Agent
val_200,David Mwangi,Mobile Money Agent,422,Tier 0 (Unverified),Female,25-34,9.813559388,TRUE,Web
val_201,Mpho Sithole,Mobile Money Agent,1028,Tier 3 (Address + Income Verified),Prefer Not to Say,45-54,37.07642846,TRUE,Web
val_202,Lydia Chebet,Logistics Driver (Truck/Van),1495,Tier 0 (Unverified),Prefer Not to Say,55+,62.45522305,FALSE,Mobile App (Android)
